Standard,Class Name,Day,Semester,Session  ,Subject,Teacher,Time Start,Time End,Location
2,1,MONDAY,2,1,7,44,7:00 AM,7:30 AM,4
2,1,MONDAY,2,1,32,,7:30 AM,8:00 AM,1
2,1,MONDAY,2,1,17,34,8:00 AM,8:30 AM,4
2,1,MONDAY,2,1,17,34,8:30 AM,9:00 AM,4
2,1,MONDAY,2,1,15,29,9:00 AM,9:30 AM,4
2,1,MONDAY,2,1,Rehat,,9:30 AM,10:00 AM,4
2,1,MONDAY,2,1,11,31,10:00 AM,10:30 AM,4
2,1,MONDAY,2,1,11,31,10:30 AM,11:00 AM,4
2,1,MONDAY,2,1,11,27,10:00 AM,10:30 AM,4
2,1,MONDAY,2,1,11,27,10:30 AM,11:00 AM,4
2,1,MONDAY,2,1,12,9,10:00 AM,10:30 AM,4
2,1,MONDAY,2,1,12,9,10:30 AM,11:00 AM,4
2,1,MONDAY,2,1,20,49,11:00 AM,11:30 AM,4
2,1,MONDAY,2,1,19,35,11:30 AM,12:00 PM,4
2,1,MONDAY,2,1,19,35,12:00 PM,12:30 PM,4
2,1,MONDAY,2,1,9,44,12:30 PM,1:00 PM,4
2,1,MONDAY,2,1,9,44,1:00 PM,1:30 PM,4
2,1,TUESDAY,2,1,7,44,7:00 AM,7:30 AM,4
2,1,TUESDAY,2,1,11,31,7:30 AM,8:00 AM,4
2,1,TUESDAY,2,1,11,31,8:00 AM,8:30 AM,4
2,1,TUESDAY,2,1,11,27,7:30 AM,8:00 AM,4
2,1,TUESDAY,2,1,11,27,8:00 AM,8:30 AM,4
2,1,TUESDAY,2,1,12,9,7:30 AM,8:00 AM,4
2,1,TUESDAY,2,1,12,9,8:00 AM,8:30 AM,4
2,1,TUESDAY,2,1,9,44,8:30 AM,9:00 AM,4
2,1,TUESDAY,2,1,9,44,9:00 AM,9:30 AM,4
2,1,TUESDAY,2,1,Rehat,,9:30 AM,10:00 AM,4
2,1,TUESDAY,2,1,20,49,10:00 AM,10:30 AM,4
2,1,TUESDAY,2,1,20,49,10:30 AM,11:00 AM,4
2,1,TUESDAY,2,1,14,58,11:00 AM,11:30 AM,4
2,1,TUESDAY,2,1,14,58,11:30 AM,12:00 PM,4
