Standard,Class Name,Exam,Subject,Paper Name,Contribution (%),Grade Category,Date,Starting Time,Ending Time,Hall Room,Distributor,Distributor Name,Marks Full,Marks Pass
5,3,7,14,63,100,SPM,7/29/2022,7:50 AM,10:20 AM,17,1,12,100,40
5,3,7,15,86,40,SPM,7/29/2022,11:00 AM,12:00 PM,17,1,18,100,40
5,3,7,15,87,100,SPM,8/1/2022,8:00 AM,10:30 AM,17,1,13,100,40
5,3,7,14,62,40,SPM,8/1/2022,11:30 AM,1:00 PM,17,1,28,100,40
5,4,7,14,63,100,SPM,7/29/2022,7:50 AM,10:20 AM,22,1,12,100,40
5,4,7,15,86,40,SPM,7/29/2022,11:00 AM,12:00 PM,22,1,18,100,40
5,4,7,15,87,100,SPM,8/1/2022,8:00 AM,10:30 AM,22,1,13,100,40
5,4,7,14,62,40,SPM,8/1/2022,11:30 AM,1:00 PM,22,1,28,100,40
5,5,7,14,63,100,SPM,7/29/2022,7:50 AM,10:20 AM,27,1,12,100,40
5,5,7,15,86,40,SPM,7/29/2022,11:00 AM,12:00 PM,27,1,18,100,40
5,5,7,15,87,100,SPM,8/1/2022,8:00 AM,10:30 AM,27,1,13,100,40
5,5,7,14,62,40,SPM,8/1/2022,11:30 AM,1:00 PM,27,1,28,100,40
5,3,7,17,98,40,SPM,8/1/2022,1:15 PM,2:30 PM,17,1,34,100,40
5,4,7,17,98,40,SPM,8/1/2022,1:15 PM,2:30 PM,22,1,34,100,40
5,5,7,17,98,40,SPM,8/1/2022,1:15 PM,2:30 PM,27,1,34,100,40
5,1,7,23,47,40,SPM,8/1/2022,1:15 PM,2:30 PM,7,1,51,100,40
5,2,7,23,47,40,SPM,8/1/2022,1:15 PM,2:30 PM,12,1,51,100,40
5,3,7,17,99,100,SPM,8/2/2022,8:00 AM,10:30 AM,17,1,34,100,40
5,4,7,17,99,100,SPM,8/2/2022,8:00 AM,10:30 AM,22,1,34,100,40
5,5,7,17,99,100,SPM,8/2/2022,8:00 AM,10:30 AM,27,1,34,100,40
5,1,7,23,48,100,SPM,8/2/2022,8:00 AM,10:30 AM,7,1,51,100,40
5,2,7,23,48,100,SPM,8/2/2022,8:00 AM,10:30 AM,12,1,51,100,40
5,1,7,24,67,100,SPM,8/2/2022,12:00 PM,2:30 PM,7,1,28,100,40
5,2,7,24,67,100,SPM,8/2/2022,12:00 PM,2:30 PM,12,1,28,100,40
5,3,7,24,67,100,SPM,8/2/2022,12:00 PM,2:30 PM,17,1,28,100,40
5,4,7,30,100,100,SPM,8/2/2022,12:30 PM,2:30 PM,22,1,48,100,40
5,5,7,30,100,100,SPM,8/2/2022,12:30 PM,2:30 PM,27,1,48,100,40
5,1,7,25,41,100,SPM,8/3/2022,8:00 AM,10:30 AM,7,1,32,100,40
5,2,7,25,41,100,SPM,8/3/2022,8:00 AM,10:30 AM,12,1,32,100,40
5,3,7,27,101,40,SPM,8/3/2022,9:15 AM,10:30 AM,17,1,33,100,40
5,4,7,30,102,40,SPM,8/3/2022,9:15 AM,10:30 AM,22,1,48,100,40
5,5,7,30,102,40,SPM,8/3/2022,9:15 AM,10:30 AM,27,1,39,100,40
5,1,7,24,66,80,SPM,8/3/2022,11:10 AM,1:10 PM,7,1,39,100,40
5,2,7,24,66,80,SPM,8/3/2022,11:10 AM,1:10 PM,12,1,39,100,40
5,3,7,24,66,80,SPM,8/3/2022,11:10 AM,1:10 PM,17,1,46,100,40
5,4,7,16,103,40,SPM,8/3/2022,11:55 AM,1:10 PM,22,1,46,100,40
5,5,7,16,103,40,SPM,8/3/2022,11:55 AM,1:10 PM,27,1,13,100,40
5,1,7,8,71,,SPM,8/4/2022,8:00 AM,9:00 AM,7,1,13,100,40
5,2,7,8,71,,SPM,8/4/2022,8:00 AM,9:00 AM,12,1,13,100,40
5,3,7,8,71,,SPM,8/4/2022,8:00 AM,9:00 AM,17,1,13,100,40
5,4,7,8,71,,SPM,8/4/2022,8:00 AM,9:00 AM,22,1,13,100,40
5,5,7,8,71,,SPM,8/4/2022,8:00 AM,9:00 AM,27,1,13,100,40
5,3,7,29,104,40,SPM,8/4/2022,9:15 AM,10:30 AM,17,1,24,100,40
5,4,7,29,104,40,SPM,8/4/2022,9:15 AM,10:30 AM,22,1,24,100,40
5,1,7,25,40,40,SPM,8/4/2022,9:15 AM,10:30 AM,7,1,32,100,40
5,2,7,25,40,40,SPM,8/4/2022,9:15 AM,10:30 AM,12,1,32,100,40
5,3,7,29,105,100,SPM,8/4/2022,12:15 PM,2:30 PM,17,1,17,100,40
5,4,7,29,105,100,SPM,8/4/2022,12:15 PM,2:30 PM,22,1,17,100,40
5,1,7,26,56,100,SPM,8/4/2022,12:00 PM,2:30 PM,7,1,24,100,40
5,2,7,26,56,100,SPM,8/4/2022,12:00 PM,2:30 PM,12,1,24,100,40
5,1,7,26,55,40,SPM,8/5/2022,8:00 AM,9:15 AM,7,1,17,100,40
5,2,7,26,55,40,SPM,8/5/2022,8:00 AM,9:15 AM,12,1,17,100,40
