Standard,Class Name,Day,Semester,Session  ,Subject,Teacher,Time Start,Time End,Location
1,1,MONDAY,1,1,7,40,7:00 AM,7:30 AM,2
1,1,MONDAY,1,1,32,,7:30 AM,8:00 AM,1
1,1,MONDAY,1,1,19,48,8:00 AM,8:30 AM,2
1,1,MONDAY,1,1,17,23,8:30 AM,9:00 AM,2
1,1,MONDAY,1,1,17,23,9:00 AM,9:30 AM,2
1,1,MONDAY,1,1,Rehat,,9:30 AM,10:00 AM,2
1,1,MONDAY,1,1,14,40,10:00 AM,10:30 AM,2
1,1,MONDAY,1,1,14,40,10:30 AM,11:00 AM,2
1,1,MONDAY,1,1,20,67,11:00 AM,11:30 AM,2
1,1,MONDAY,1,1,9,46,11:30 AM,12:00 PM,2
1,1,MONDAY,1,1,9,46,12:00 PM,12:30 PM,2
1,1,MONDAY,1,1,15,36,12:30 PM,1:00 PM,2
1,1,MONDAY,1,1,15,36,1:00 PM,1:30 PM,2
1,1,TUESDAY,1,1,7,40,7:00 AM,7:30 AM,2
1,1,TUESDAY,1,1,8,21,7:30 AM,8:00 AM,2
1,1,TUESDAY,1,1,8,21,8:00 AM,8:30 AM,2
1,1,TUESDAY,1,1,8,23,7:30 AM,8:00 AM,2
1,1,TUESDAY,1,1,8,23,8:00 AM,8:30 AM,2
1,1,TUESDAY,1,1,8,40,7:30 AM,8:00 AM,2
1,1,TUESDAY,1,1,8,40,8:00 AM,8:30 AM,2
1,1,TUESDAY,1,1,20,67,8:30 AM,9:00 AM,2
1,1,TUESDAY,1,1,20,67,9:00 AM,9:30 AM,2
1,1,TUESDAY,1,1,Rehat,,9:30 AM,10:00 AM,2
1,1,TUESDAY,1,1,14,40,10:00 AM,10:30 AM,2
1,1,TUESDAY,1,1,14,40,10:30 AM,11:00 AM,2
1,1,TUESDAY,1,1,9,46,11:00 AM,11:30 AM,2
1,1,TUESDAY,1,1,9,46,11:30 AM,12:00 PM,2
1,1,TUESDAY,1,1,9,46,12:00 PM,12:30 PM,2
1,1,TUESDAY,1,1,17,23,12:30 PM,1:00 PM,2
1,1,TUESDAY,1,1,17,23,1:00 PM,1:30 PM,2
1,1,WEDNESDAY,1,1,7,40,7:00 AM,7:30 AM,2
1,1,WEDNESDAY,1,1,17,23,7:30 AM,8:00 AM,2
1,1,WEDNESDAY,1,1,17,23,8:00 AM,8:30 AM,2
1,1,WEDNESDAY,1,1,9,46,8:30 AM,9:00 AM,2
1,1,WEDNESDAY,1,1,9,46,9:00 AM,9:30 AM,2
1,1,WEDNESDAY,1,1,Rehat,,9:30 AM,10:00 AM,2
1,1,WEDNESDAY,1,1,14,40,10:00 AM,10:30 AM,2
1,1,WEDNESDAY,1,1,14,40,10:30 AM,11:00 AM,2
1,1,WEDNESDAY,1,1,11,27,11:00 AM,11:30 AM,2
1,1,WEDNESDAY,1,1,11,27,11:30 AM,12:00 PM,2
1,1,WEDNESDAY,1,1,11,68,11:00 AM,11:30 AM,2
1,1,WEDNESDAY,1,1,11,68,11:30 AM,12:00 PM,2
1,1,WEDNESDAY,1,1,11,25,11:00 AM,11:30 AM,2
1,1,WEDNESDAY,1,1,11,25,11:30 AM,12:00 PM,2
1,1,WEDNESDAY,1,1,12,9,11:00 AM,11:30 AM,2
1,1,WEDNESDAY,1,1,12,9,11:30 AM,12:00 PM,2
1,1,WEDNESDAY,1,1,20,67,12:00 PM,12:30 PM,2
1,1,WEDNESDAY,1,1,20,67,12:30 PM,1:00 PM,2
1,1,WEDNESDAY,1,1,18,35,1:00 PM,1:30 PM,2
1,1,THURSDAY,1,1,7,40,7:00 AM,7:30 AM,2
1,1,THURSDAY,1,1,15,36,7:30 AM,8:00 AM,2
1,1,THURSDAY,1,1,15,36,8:00 AM,8:30 AM,2
1,1,THURSDAY,1,1,"	19",48,8:30 AM,9:00 AM,2
1,1,THURSDAY,1,1,"	19",48,9:00 AM,9:30 AM,2
1,1,THURSDAY,1,1,Rehat,,9:30 AM,10:00 AM,2
1,1,THURSDAY,1,1,8,21,10:00 AM,10:30 AM,2
1,1,THURSDAY,1,1,8,21,10:30 AM,11:00 AM,2
1,1,THURSDAY,1,1,8,23,10:00 AM,10:30 AM,2
1,1,THURSDAY,1,1,8,23,10:30 AM,11:00 AM,2
1,1,THURSDAY,1,1,8,40,10:00 AM,10:30 AM,2
1,1,THURSDAY,1,1,8,40,10:30 AM,11:00 AM,2
1,1,THURSDAY,1,1,20,67,11:00 AM,11:30 AM,2
1,1,THURSDAY,1,1,11,27,11:30 AM,12:00 PM,2
1,1,THURSDAY,1,1,11,27,12:00 PM,12:30 PM,2
1,1,THURSDAY,1,1,11,68,11:30 AM,12:00 PM,2
1,1,THURSDAY,1,1,11,68,12:00 PM,12:30 PM,2
1,1,THURSDAY,1,1,11,25,11:30 AM,12:00 PM,2
1,1,THURSDAY,1,1,11,25,12:00 PM,12:30 PM,2
1,1,THURSDAY,1,1,12,9,11:30 AM,12:00 PM,2
1,1,THURSDAY,1,1,12,9,12:00 PM,12:30 PM,2
1,1,THURSDAY,1,1,18,35,12:30 PM,1:00 PM,2
1,1,THURSDAY,1,1,18,35,1:00 PM,1:30 PM,2
1,1,FRIDAY,1,1,7,40,7:00 AM,7:30 AM,2
1,1,FRIDAY,1,1,18,35,7:30 AM,8:00 AM,2
1,1,FRIDAY,1,1,16,37,8:00 AM,8:30 AM,2
1,1,FRIDAY,1,1,16,37,8:30 AM,9:00 AM,2
1,1,FRIDAY,1,1,16,37,9:00 AM,9:30 AM,2
1,1,FRIDAY,1,1,Rehat,,9:30 AM,10:00 AM,2
1,1,FRIDAY,1,1,11,27,10:00 AM,10:30 AM,2
1,1,FRIDAY,1,1,11,27,10:30 AM,11:00 AM,2
1,1,FRIDAY,1,1,11,68,10:00 AM,10:30 AM,2
1,1,FRIDAY,1,1,11,68,10:30 AM,11:00 AM,2
1,1,FRIDAY,1,1,11,25,10:00 AM,10:30 AM,2
1,1,FRIDAY,1,1,11,25,10:30 AM,11:00 AM,2
1,1,FRIDAY,1,1,12,9,10:00 AM,10:30 AM,2
1,1,FRIDAY,1,1,12,9,10:30 AM,11:00 AM,2
1,1,FRIDAY,1,1,"	19",48,11:00 AM,11:30 AM,2
1,1,FRIDAY,1,1,"	19",48,11:30 AM,12:00 PM,2
1,2,MONDAY,1,1,7,23,7:00 AM,7:30 AM,8
1,2,MONDAY,1,1,32,,7:30 AM,8:00 AM,1
1,2,MONDAY,1,1,9,19,8:00 AM,8:30 AM,8
1,2,MONDAY,1,1,9,19,8:30 AM,9:00 AM,8
1,2,MONDAY,1,1,9,19,9:00 AM,9:30 AM,8
1,2,MONDAY,1,1,Rehat,,9:30 AM,10:00 AM,8
1,2,MONDAY,1,1,17,23,10:00 AM,10:30 AM,8
1,2,MONDAY,1,1,17,23,10:30 AM,11:00 AM,8
1,2,MONDAY,1,1,18,24,11:00 AM,11:30 AM,8
1,2,MONDAY,1,1,18,24,11:30 AM,12:00 PM,8
1,2,MONDAY,1,1,11,68,12:00 PM,12:30 PM,8
1,2,MONDAY,1,1,11,68,12:30 PM,1:00 PM,8
1,2,MONDAY,1,1,14,40,1:00 PM,1:30 PM,8
1,2,TUESDAY,1,1,7,23,7:00 AM,7:30 AM,8
1,2,TUESDAY,1,1,8,21,7:30 AM,8:00 AM,8
1,2,TUESDAY,1,1,8,21,8:00 AM,8:30 AM,8
1,2,TUESDAY,1,1,8,23,7:30 AM,8:00 AM,8
1,2,TUESDAY,1,1,8,23,8:00 AM,8:30 AM,8
1,2,TUESDAY,1,1,8,40,7:30 AM,8:00 AM,8
1,2,TUESDAY,1,1,8,40,8:00 AM,8:30 AM,8
1,2,TUESDAY,1,1,18,24,8:30 AM,9:00 AM,8
1,2,TUESDAY,1,1,18,24,9:00 AM,9:30 AM,8
1,2,TUESDAY,1,1,Rehat,,9:30 AM,10:00 AM,8
1,2,TUESDAY,1,1,11,68,10:00 AM,10:30 AM,8
1,2,TUESDAY,1,1,11,68,10:30 AM,11:00 AM,8
1,2,TUESDAY,1,1,15,37,11:00 AM,11:30 AM,8
1,2,TUESDAY,1,1,9,19,11:30 AM,12:00 PM,8
1,2,TUESDAY,1,1,9,19,12:00 PM,12:30 PM,8
1,2,TUESDAY,1,1,14,40,12:30 PM,1:00 PM,8
1,2,TUESDAY,1,1,14,40,1:00 PM,1:30 PM,8
1,2,WEDNESDAY,1,1,7,23,7:00 AM,7:30 AM,8
1,2,WEDNESDAY,1,1,14,40,7:30 AM,8:00 AM,8
1,2,WEDNESDAY,1,1,14,40,8:00 AM,8:30 AM,8
1,2,WEDNESDAY,1,1,20,67,8:30 AM,9:00 AM,8
1,2,WEDNESDAY,1,1,20,67,9:00 AM,9:30 AM,8
1,2,WEDNESDAY,1,1,Rehat,,9:30 AM,10:00 AM,8
1,2,WEDNESDAY,1,1,"	19",48,10:00 AM,10:30 AM,8
1,2,WEDNESDAY,1,1,"	19",48,10:30 AM,11:00 AM,8
1,2,WEDNESDAY,1,1,17,23,11:00 AM,11:30 AM,8
1,2,WEDNESDAY,1,1,17,23,11:30 AM,12:00 PM,8
1,2,WEDNESDAY,1,1,11,68,12:00 PM,12:30 PM,8
1,2,WEDNESDAY,1,1,11,68,12:30 PM,1:00 PM,8
1,2,WEDNESDAY,1,1,15,36,1:00 PM,1:30 PM,8
1,2,THURSDAY,1,1,7,23,7:00 AM,7:30 AM,8
1,2,THURSDAY,1,1,16,47,7:30 AM,8:00 AM,8
1,2,THURSDAY,1,1,16,47,8:00 AM,8:30 AM,8
1,2,THURSDAY,1,1,20,67,8:30 AM,9:00 AM,8
1,2,THURSDAY,1,1,20,67,9:00 AM,9:30 AM,8
1,2,THURSDAY,1,1,Rehat,,9:30 AM,10:00 AM,8
1,2,THURSDAY,1,1,8,21,10:00 AM,10:30 AM,8
1,2,THURSDAY,1,1,8,21,10:30 AM,11:00 AM,8
1,2,THURSDAY,1,1,8,23,10:00 AM,10:30 AM,8
1,2,THURSDAY,1,1,8,23,10:30 AM,11:00 AM,8
1,2,THURSDAY,1,1,8,40,10:00 AM,10:30 AM,8
1,2,THURSDAY,1,1,8,40,10:30 AM,11:00 AM,8
1,2,THURSDAY,1,1,9,19,11:00 AM,11:30 AM,8
1,2,THURSDAY,1,1,9,19,11:30 AM,12:00 PM,8
1,2,THURSDAY,1,1,17,23,12:00 PM,12:30 PM,8
1,2,THURSDAY,1,1,15,36,12:30 PM,1:00 PM,8
1,2,THURSDAY,1,1,15,36,1:00 PM,1:30 PM,8
1,2,FRIDAY,1,1,7,23,7:00 AM,7:30 AM,8
1,2,FRIDAY,1,1,17,23,7:30 AM,8:00 AM,8
1,2,FRIDAY,1,1,17,23,8:00 AM,8:30 AM,8
1,2,FRIDAY,1,1,"	19",48,8:30 AM,9:00 AM,8
1,2,FRIDAY,1,1,"	19",48,9:00 AM,9:30 AM,8
1,2,FRIDAY,1,1,Rehat,,9:30 AM,10:00 AM,8
1,2,FRIDAY,1,1,20,67,10:00 AM,10:30 AM,8
1,2,FRIDAY,1,1,20,67,10:30 AM,11:00 AM,8
1,2,FRIDAY,1,1,14,40,11:00 AM,11:30 AM,8
1,2,FRIDAY,1,1,14,40,11:30 AM,12:00 PM,8
1,3,MONDAY,1,1,7,66,7:00 AM,7:30 AM,13
1,3,MONDAY,1,1,32,,7:30 AM,8:00 AM,1
1,3,MONDAY,1,1,14,39,8:00 AM,8:30 AM,13
1,3,MONDAY,1,1,8,21,8:30 AM,9:00 AM,13
1,3,MONDAY,1,1,8,21,9:00 AM,9:30 AM,13
1,3,MONDAY,1,1,8,23,8:30 AM,9:00 AM,13
1,3,MONDAY,1,1,8,23,9:00 AM,9:30 AM,13
1,3,MONDAY,1,1,Rehat,,9:30 AM,10:00 AM,13
1,3,MONDAY,1,1,20,22,10:00 AM,10:30 AM,13
1,3,MONDAY,1,1,20,22,10:30 AM,11:00 AM,13
1,3,MONDAY,1,1,9,38,11:00 AM,11:30 AM,13
1,3,MONDAY,1,1,9,38,11:30 AM,12:00 PM,13
1,3,MONDAY,1,1,15,36,12:00 PM,12:30 PM,13
1,3,MONDAY,1,1,"	19",48,12:30 PM,1:00 PM,13
1,3,MONDAY,1,1,"	19",48,1:00 PM,1:30 PM,13
1,3,TUESDAY,1,1,7,66,7:00 AM,7:30 AM,13
1,3,TUESDAY,1,1,20,22,7:30 AM,8:00 AM,13
1,3,TUESDAY,1,1,20,22,8:00 AM,8:30 AM,13
1,3,TUESDAY,1,1,9,38,8:30 AM,9:00 AM,13
1,3,TUESDAY,1,1,9,38,9:00 AM,9:30 AM,13
1,3,TUESDAY,1,1,Rehat,,9:30 AM,10:00 AM,13
1,3,TUESDAY,1,1,"	19",48,10:00 AM,10:30 AM,13
1,3,TUESDAY,1,1,"	19",48,10:30 AM,11:00 AM,13
1,3,TUESDAY,1,1,14,39,11:00 AM,11:30 AM,13
1,3,TUESDAY,1,1,14,39,11:30 AM,12:00 PM,13
1,3,TUESDAY,1,1,15,36,12:00 PM,12:30 PM,13
1,3,TUESDAY,1,1,18,24,12:30 PM,1:00 PM,13
1,3,TUESDAY,1,1,18,24,1:00 PM,1:30 PM,13
1,3,WEDNESDAY,1,1,7,66,7:00 AM,7:30 AM,13
1,3,WEDNESDAY,1,1,15,36,7:30 AM,8:00 AM,13
1,3,WEDNESDAY,1,1,15,36,8:00 AM,8:30 AM,13
1,3,WEDNESDAY,1,1,9,38,8:30 AM,9:00 AM,13
1,3,WEDNESDAY,1,1,9,38,9:00 AM,9:30 AM,13
1,3,WEDNESDAY,1,1,Rehat,,9:30 AM,10:00 AM,13
1,3,WEDNESDAY,1,1,17,32,10:00 AM,10:30 AM,13
1,3,WEDNESDAY,1,1,17,32,10:30 AM,11:00 AM,13
1,3,WEDNESDAY,1,1,11,27,11:00 AM,11:30 AM,13
1,3,WEDNESDAY,1,1,11,27,11:30 AM,12:00 PM,13
1,3,WEDNESDAY,1,1,11,68,11:00 AM,11:30 AM,13
1,3,WEDNESDAY,1,1,11,68,11:30 AM,12:00 PM,13
1,3,WEDNESDAY,1,1,11,25,11:00 AM,11:30 AM,13
1,3,WEDNESDAY,1,1,11,25,11:30 AM,12:00 PM,13
1,3,WEDNESDAY,1,1,12,9,11:00 AM,11:30 AM,13
1,3,WEDNESDAY,1,1,12,9,11:30 AM,12:00 PM,13
1,3,WEDNESDAY,1,1,16,47,12:00 PM,12:30 PM,13
1,3,WEDNESDAY,1,1,16,47,12:30 PM,1:00 PM,13
1,3,WEDNESDAY,1,1,16,47,1:00 PM,1:30 PM,13
1,3,THURSDAY,1,1,7,66,7:00 AM,7:30 AM,13
1,3,THURSDAY,1,1,9,38,7:30 AM,8:00 AM,13
1,3,THURSDAY,1,1,9,38,8:00 AM,8:30 AM,13
1,3,THURSDAY,1,1,17,32,8:30 AM,9:00 AM,13
1,3,THURSDAY,1,1,17,32,9:00 AM,9:30 AM,13
